,Class_ID, Name, Sample_Num, Flag, Gender,race,emotion,age
1377,n001394," ""Carmen_Dominicci""",235,1, f,undefined,undefined,undefined
1378,n001395," ""Carmen_Ejogo""",412,1, f,undefined,undefined,undefined
1379,n001396," ""Carmen_Jordá""",412,1, f,undefined,undefined,undefined
1380,n001397," ""Carmen_Kass""",561,1, f,undefined,undefined,undefined
1381,n001398," ""Carmen_Machi""",391,1, f,undefined,undefined,undefined
1382,n001399," ""Carmen_Nebel""",286,1, f,undefined,undefined,undefined
1383,n001400," ""Carmen_Posadas""",394,1, f,undefined,undefined,undefined
1384,n001401," ""Carmen_Russo""",369,0, f,white,happy,33.333333333333336
1385,n001402," ""Carmine_Appice""",231,1, m,undefined,undefined,undefined
1386,n001403," ""Carmit_Bachar""",396,1, f,undefined,undefined,undefined
1387,n001404," ""Carnie_Wilson""",499,1, f,undefined,undefined,undefined
1388,n001405," ""Carol_Alt""",455,1, f,undefined,undefined,undefined
1389,n001406," ""Carol_Costello""",231,1, f,undefined,undefined,undefined
1390,n001407," ""Carol_Gracias""",441,1, f,undefined,undefined,undefined
1391,n001408," ""Carol_Kane""",360,1, f,undefined,undefined,undefined
1392,n001409," ""Carol_McGiffin""",399,1, f,undefined,undefined,undefined
1393,n001410," ""Carola_Häggkvist""",471,1, f,undefined,undefined,undefined
1394,n001411," ""Carole_Gaessler""",333,1, f,undefined,undefined,undefined
1395,n001412," ""Carole_Laure""",259,1, f,undefined,undefined,undefined
1396,n001413," ""Carolina_Crescentini""",443,1, f,undefined,undefined,undefined
1397,n001414," ""Carolina_Dieckmann""",383,1, f,undefined,undefined,undefined
1398,n001415," ""Carolina_Ferraz""",491,1, f,undefined,undefined,undefined
1399,n001416," ""Carolina_Gómez""",235,1, f,undefined,undefined,undefined
1400,n001417," ""Carolina_Kasting""",352,1, f,undefined,undefined,undefined
1401,n001418," ""Carolina_Klüft""",452,0, f,white,neutral,33.0
1402,n001419," ""Caroline_Dhavernas""",359,1, f,undefined,undefined,undefined
1403,n001420," ""Caroline_Francischini""",327,1, f,undefined,undefined,undefined
1404,n001421," ""Caroline_Manzo""",451,1, f,undefined,undefined,undefined
1405,n001422," ""Caroline_Munro""",337,1, f,undefined,undefined,undefined
1406,n001423," ""Caroline_Seger""",380,1, f,undefined,undefined,undefined
1407,n001424," ""Caroline_Sunshine""",361,1, f,undefined,undefined,undefined
1408,n001425," ""Caroline_Trentini""",460,1, f,undefined,undefined,undefined
1409,n001426," ""Caroline_Wensink""",224,1, f,undefined,undefined,undefined
1410,n001427," ""Caroline_af_Ugglas""",296,1, f,undefined,undefined,undefined
1411,n001428," ""Caroline_Princess_of_Hanover""",437,1, f,undefined,undefined,undefined
1412,n001429," ""Carolyn_McCall""",261,1, f,undefined,undefined,undefined
1413,n001430," ""Carolyn_Murphy""",455,1, f,undefined,undefined,undefined
1414,n001431," ""Carrie_Bickmore""",425,1, f,undefined,undefined,undefined
1415,n001432," ""Carrie_Fletcher""",364,1, f,undefined,undefined,undefined
1416,n001433," ""Carrie_Prejean""",262,1, f,undefined,undefined,undefined
1417,n001434," ""Carrie-Anne_Moss""",417,1, f,undefined,undefined,undefined
1418,n001435," ""Carroll_West""",204,1, m,undefined,undefined,undefined
1419,n001436," ""Carré_Otis""",375,1, f,undefined,undefined,undefined
1420,n001437," ""Carson_Daly""",447,1, m,undefined,undefined,undefined
1421,n001438," ""Carsten_Jancker""",241,1, m,undefined,undefined,undefined
1422,n001439," ""Carsten_Maschmeyer""",402,0, m,white,happy,29.75
1423,n001440," ""Carsten_Spengemann""",290,1, m,undefined,undefined,undefined
1424,n001441," ""Carter_Oosterhouse""",374,1, m,undefined,undefined,undefined
1425,n001442," ""Carwyn_Jones""",493,1, m,undefined,undefined,undefined
1426,n001443," ""Casemiro""",356,1, m,undefined,undefined,undefined
1427,n001444," ""Casey_LaBow""",289,1, f,undefined,undefined,undefined
1428,n001445," ""Casey_Reinhardt""",230,1, f,undefined,undefined,undefined
1429,n001446," ""Cash_Warren""",395,0, m,white,happy,30.125
1430,n001447," ""Casper_Christensen""",288,1, m,undefined,undefined,undefined
1431,n001448," ""Cassadee_Pope""",498,1, f,undefined,undefined,undefined
1432,n001449," ""Cassandra_Steen""",311,1, f,undefined,undefined,undefined
1433,n001450," ""Cassidy_Freeman""",294,1, f,undefined,undefined,undefined
1434,n001451," ""Cassie_Steele""",333,1, f,undefined,undefined,undefined
1435,n001452," ""Caster_Semenya""",418,1, f,undefined,undefined,undefined
1436,n001453," ""Catalina_Aristizábal""",281,1, f,undefined,undefined,undefined
1437,n001454," ""Catalina_Guirado""",184,1, f,undefined,undefined,undefined
1438,n001455," ""Catalina_Robayo""",314,1, f,undefined,undefined,undefined
1439,n001456," ""Caterine_Ibargüen""",227,1, f,undefined,undefined,undefined
1440,n001457," ""Catharina_Elmsäter-Svärd""",267,1, f,undefined,undefined,undefined
1441,n001458," ""Catherine_Hickland""",276,1, f,undefined,undefined,undefined
1442,n001459," ""Catherine_Jenkins""",550,1, f,undefined,undefined,undefined
1443,n001460," ""Catherine_OHara""",441,1, f,undefined,undefined,undefined
1444,n001461," ""Catherine_Oxenberg""",436,1, f,undefined,undefined,undefined
1445,n001462," ""Catherine_Schell""",243,1, f,undefined,undefined,undefined
1446,n001463," ""Catherine_Siachoque""",374,1, f,undefined,undefined,undefined
1447,n001464," ""Catherine_Spaak""",323,1, f,undefined,undefined,undefined
1448,n001465," ""Catherine_Tyldesley""",537,1, f,undefined,undefined,undefined
1449,n001467," ""Cathy_Tsui""",217,0, f,asian,happy,31.125
1450,n001468," ""Catt_Sadler""",417,1, f,undefined,undefined,undefined
1451,n001469," ""Cayetano_Rivera_Ordóñez""",481,1, m,undefined,undefined,undefined
1452,n001470," ""Cayo_Lara""",481,1, m,undefined,undefined,undefined
1453,n001471," ""Cazwell""",349,1, m,undefined,undefined,undefined
1454,n001472," ""Cecile_Richards""",309,1, f,undefined,undefined,undefined
1455,n001473," ""Cecilia_Bolocco""",226,1, f,undefined,undefined,undefined
1456,n001474," ""Cecilia_Brækhus""",400,1, f,undefined,undefined,undefined
1457,n001475," ""Cecilia_Gabriela""",145,1, f,undefined,undefined,undefined
1458,n001476," ""Cecilia_Malmström""",490,1, f,undefined,undefined,undefined
1459,n001477," ""Cecilia_Méndez""",308,1, f,undefined,undefined,undefined
1460,n001478," ""Cedric_Benson""",125,1, m,undefined,undefined,undefined
1461,n001479," ""CeeLo_Green""",510,1, m,undefined,undefined,undefined
1462,n001480," ""Celeste_Cid""",437,1, f,undefined,undefined,undefined
1463,n001482," ""Celso_Piña""",280,1, m,undefined,undefined,undefined
1464,n001483," ""Cem_Adrian""",284,1, m,undefined,undefined,undefined
1465,n001484," ""Cem_Yılmaz""",466,1, m,undefined,undefined,undefined
1466,n001485," ""Cem_Özdemir""",438,0, m,middle eastern,neutral,33.2
1467,n001486," ""Cemil_Çiçek""",493,1, m,undefined,undefined,undefined
1468,n001487," ""Cengiz_Çandar""",218,1, m,undefined,undefined,undefined
1469,n001488," ""Cerys_Matthews""",334,1, f,undefined,undefined,undefined
1470,n001489," ""Cesar_Millan""",482,1, m,undefined,undefined,undefined
1471,n001490," ""Cesare_Bocci""",328,1, m,undefined,undefined,undefined
1472,n001491," ""Cesare_Cremonini""",408,1, m,undefined,undefined,undefined
1473,n001492," ""Cesare_Prandelli""",542,1, m,undefined,undefined,undefined
1474,n001493," ""Cesc_Fàbregas""",579,1, m,undefined,undefined,undefined
1475,n001494," ""Cevdet_Yılmaz""",452,1, m,undefined,undefined,undefined
1476,n001495," ""Cezary_Pazura""",618,1, m,undefined,undefined,undefined
1477,n001496," ""Cha_Seung-won""",534,1, m,undefined,undefined,undefined
1478,n001497," ""Chad_Kroeger""",471,1, m,undefined,undefined,undefined
1479,n001498," ""Chad_Lindberg""",310,1, m,undefined,undefined,undefined
1480,n001499," ""Chad_Lowe""",361,1, m,undefined,undefined,undefined
1481,n001500," ""Chad_le_Clos""",345,1, m,undefined,undefined,undefined
1482,n001501," ""Chael_Sonnen""",417,1, m,undefined,undefined,undefined
1483,n001502," ""Chaka_Khan""",480,1, f,undefined,undefined,undefined
1484,n001503," ""Chali_2na""",189,1, m,undefined,undefined,undefined
1485,n001504," ""Chanda_Kochhar""",390,1, f,undefined,undefined,undefined
1486,n001505," ""Chandler_Parsons""",420,1, m,undefined,undefined,undefined
1487,n001506," ""Alexandra_Chando""",412,1, f,undefined,undefined,undefined
1488,n001507," ""Chandra_North""",200,1, f,undefined,undefined,undefined
1489,n001508," ""Chanel_Iman""",665,1, f,undefined,undefined,undefined
1490,n001509," ""Channing_Tatum""",508,1, m,undefined,undefined,undefined
1491,n001510," ""Chantal_Janzen""",246,1, f,undefined,undefined,undefined
1492,n001511," ""Chantal_Jouanno""",438,1, f,undefined,undefined,undefined
1493,n001512," ""Chantal_Kreviazuk""",259,1, f,undefined,undefined,undefined
1494,n001513," ""Chantal_Poullain""",372,1, f,undefined,undefined,undefined
1495,n001514," ""Chantelle_Houghton""",561,1, f,undefined,undefined,undefined
1496,n001515," ""Chanté_Moore""",355,1, f,undefined,undefined,undefined
1497,n001516," ""Charity_Wakefield""",311,1, f,undefined,undefined,undefined
1498,n001517," ""Charl_Schwartzel""",367,1, m,undefined,undefined,undefined
1499,n001518," ""Charlene_Choi""",485,1, f,undefined,undefined,undefined
1500,n001519," ""Charles_Aránguiz""",340,1, m,undefined,undefined,undefined
1501,n001520," ""Charles_Barkley""",392,1, m,undefined,undefined,undefined
1502,n001521," ""Charles_Berling""",289,1, m,undefined,undefined,undefined
1503,n001522," ""Charles_J._Chaput""",216,1, m,undefined,undefined,undefined
1504,n001523," ""Charles_Michel""",485,1, m,undefined,undefined,undefined
1505,n001525," ""Charles_Rivkin""",252,1, m,undefined,undefined,undefined
1506,n001526," ""Charles_Tillman""",189,1, m,undefined,undefined,undefined
1507,n001528," ""Charley_Boorman""",383,1, m,undefined,undefined,undefined
1508,n001529," ""Charley_Pride""",345,1, m,undefined,undefined,undefined
1509,n001530," ""Charley_Webb""",413,1, f,undefined,undefined,undefined
1510,n001531," ""Charli_Baltimore""",305,1, f,undefined,undefined,undefined
1511,n001532," ""Charlie_Adam""",350,1, m,undefined,undefined,undefined
1512,n001533," ""Charlie_Austin""",393,1, m,undefined,undefined,undefined
1513,n001534," ""Charlie_Beck""",365,1, m,undefined,undefined,undefined
1514,n001535," ""Charlie_Carver""",587,1, m,undefined,undefined,undefined
1515,n001536," ""Charlie_Crist""",393,1, m,undefined,undefined,undefined
1516,n001537," ""Charlie_Dimmock""",354,1, f,undefined,undefined,undefined
1517,n001538," ""Charlie_Hunnam""",470,1, m,undefined,undefined,undefined
1518,n001539," ""Charlie_Musselwhite""",205,1, m,undefined,undefined,undefined
1519,n001540," ""Charlie_Sheen""",520,1, m,undefined,undefined,undefined
1520,n001541," ""Charlie_Simpson""",473,1, m,undefined,undefined,undefined
1521,n001542," ""Charlie_Strong""",296,1, m,undefined,undefined,undefined
1522,n001543," ""Charlie_Villanueva""",309,1, m,undefined,undefined,undefined
1523,n001544," ""Charlie_Weber""",312,1, m,undefined,undefined,undefined
1524,n001545," ""Charlie_Weis""",339,1, m,undefined,undefined,undefined
1525,n001546," ""Charlotte_Bellamy""",219,1, f,undefined,undefined,undefined
1526,n001547," ""Charlotte_Casiraghi""",605,1, f,undefined,undefined,undefined
1527,n001548," ""Charlotte_Church""",495,1, f,undefined,undefined,undefined
1528,n001549," ""Charlotte_Hawkins""",577,1, f,undefined,undefined,undefined
1529,n001550," ""Charlotte_Kalla""",413,1, f,undefined,undefined,undefined
1530,n001551," ""Charlotte_Rampling""",438,1, f,undefined,undefined,undefined
1531,n001552," ""Charlotte_Riley""",461,1, f,undefined,undefined,undefined
1532,n001553," ""Charlotte_Roche""",437,1, f,undefined,undefined,undefined
1533,n001554," ""Charlotte_Salt""",176,1, f,undefined,undefined,undefined
1534,n001555," ""Charlotte_Wessels""",342,1, f,undefined,undefined,undefined
1535,n001556," ""Chase_Headley""",206,1, m,undefined,undefined,undefined
1536,n001557," ""Cheb_Mami""",241,1, m,undefined,undefined,undefined
1537,n001558," ""Cheick_Tioté""",246,1, m,undefined,undefined,undefined
1538,n001559," ""Chelsee_Healey""",539,1, f,undefined,undefined,undefined
1539,n001560," ""Chelsie_Hightower""",446,1, f,undefined,undefined,undefined
1540,n001561," ""Chelsy_Davy""",452,1, f,undefined,undefined,undefined
1541,n001562," ""Chen_Guangcheng""",323,1, m,undefined,undefined,undefined
1542,n001563," ""Chen_Kun""",394,1, m,undefined,undefined,undefined
1543,n001564," ""Cherish_Lee""",270,1, f,undefined,undefined,undefined
1544,n001565," ""Cheryl_Casone""",169,1, f,undefined,undefined,undefined
1545,n001566," ""Cheryl_Cole""",637,1, f,undefined,undefined,undefined
1546,n001567," ""Cheryl_Hines""",484,1, f,undefined,undefined,undefined
1547,n001568," ""Cheryl_Tiegs""",429,1, f,undefined,undefined,undefined
1548,n001569," ""Chester_Bennington""",309,1, m,undefined,undefined,undefined
1549,n001570," ""Cheteshwar_Pujara""",277,1, m,undefined,undefined,undefined
1550,n001571," ""Cheyenne_Woods""",315,1, f,undefined,undefined,undefined
1551,n001572," ""Chiaki_Kuriyama""",322,1, f,undefined,undefined,undefined
1552,n001573," ""Chiara_Francini""",417,1, f,undefined,undefined,undefined
1553,n001574," ""Chico_César""",261,1, m,undefined,undefined,undefined
1554,n001575," ""Chicão""",201,1, m,undefined,undefined,undefined
1555,n001576," ""Chin_Ka-lok""",204,0, m,asian,happy,35.625
1556,n001577," ""China_Moses""",287,1, f,undefined,undefined,undefined
1557,n001578," ""Chip_Kelly""",413,1, m,undefined,undefined,undefined
1558,n001579," ""Chiranjeevi""",425,1, m,undefined,undefined,undefined
1559,n001580," ""Chitrashi_Rawat""",325,1, f,undefined,undefined,undefined
1560,n001581," ""Chloe_Madeley""",229,1, f,undefined,undefined,undefined
1561,n001582," ""Chloe_Sims""",483,1, f,undefined,undefined,undefined
1562,n001583," ""Chloé_Dufour-Lapointe""",679,1, f,undefined,undefined,undefined
1563,n001584," ""Chloë_Sevigny""",603,1, f,undefined,undefined,undefined
1564,n001585," ""Cho_Hyung-jae""",352,1, m,undefined,undefined,undefined
1565,n001586," ""Cho_Kyuhyun""",761,1, m,undefined,undefined,undefined
1566,n001587," ""Choi_Ji-woo""",564,1, f,undefined,undefined,undefined
1567,n001588," ""Choi_Siwon""",578,1, m,undefined,undefined,undefined
1568,n001589," ""Chord_Overstreet""",496,1, m,undefined,undefined,undefined
1569,n001590," ""Chris_Botti""",325,1, m,undefined,undefined,undefined
1570,n001591," ""Chris_Brunt""",304,1, m,undefined,undefined,undefined
1571,n001592," ""Chris_Christie""",578,1, m,undefined,undefined,undefined
1572,n001593," ""Chris_Cusiter""",250,1, m,undefined,undefined,undefined
1573,n001594," ""Chris_Daughtry""",470,1, m,undefined,undefined,undefined
1574,n001595," ""Chris_Dodd""",365,1, m,undefined,undefined,undefined
1575,n001596," ""Chris_Douglas-Roberts""",254,1, m,undefined,undefined,undefined
1576,n001597," ""Chris_Duhon""",207,1, m,undefined,undefined,undefined
1577,n001598," ""Chris_Gayle""",349,1, m,undefined,undefined,undefined
1578,n001599," ""Chris_Hadfield""",327,1, m,undefined,undefined,undefined
1579,n001600," ""Chris_Hardwick""",444,1, m,undefined,undefined,undefined
1580,n001601," ""Chris_Hughton""",469,1, m,undefined,undefined,undefined
1581,n001602," ""Chris_Isaak""",399,1, m,undefined,undefined,undefined
1582,n001603," ""Chris_Judd""",354,1, m,undefined,undefined,undefined
1583,n001604," ""Chris_Kattan""",334,1, m,undefined,undefined,undefined
1584,n001605," ""Chris_Oyakhilome""",253,1, m,undefined,undefined,undefined
1585,n001606," ""Chris_Pohl""",297,1, m,undefined,undefined,undefined
1586,n001607," ""Chris_Pronger""",282,1, m,undefined,undefined,undefined
1587,n001608," ""Chris_Robshaw""",533,1, m,undefined,undefined,undefined
1588,n001609," ""Chris_Smalling""",404,1, m,undefined,undefined,undefined
1589,n001610," ""Chris_Squire""",314,1, m,undefined,undefined,undefined
1590,n001611," ""Chris_Traynor""",283,1, m,undefined,undefined,undefined
1591,n001612," ""Chris_Tremlett""",308,1, m,undefined,undefined,undefined
1592,n001613," ""Chris_Van_Hollen""",351,1, m,undefined,undefined,undefined
1593,n001614," ""Chrishell_Stause""",439,1, f,undefined,undefined,undefined
1594,n001615," ""Chrissie_Chau""",426,1, f,undefined,undefined,undefined
1595,n001616," ""Chrissie_Wellington""",334,1, f,undefined,undefined,undefined
1596,n001617," ""Chrissy_Teigen""",539,1, f,undefined,undefined,undefined
1597,n001618," ""Christa_Campbell""",459,1, f,undefined,undefined,undefined
1598,n001619," ""Christa_Miller""",274,1, f,undefined,undefined,undefined
1599,n001620," ""Christel_Khalil""",430,1, f,undefined,undefined,undefined
1600,n001621," ""Christian_Benteke""",365,1, m,undefined,undefined,undefined
1601,n001622," ""Christian_Benítez""",308,1, m,undefined,undefined,undefined
1602,n001623," ""Christian_Berkel""",413,1, m,undefined,undefined,undefined
1603,n001624," ""Christian_Borle""",375,1, m,undefined,undefined,undefined
1604,n001625," ""Christian_Campbell""",281,1, m,undefined,undefined,undefined
1605,n001626," ""Christian_Cantwell""",266,1, m,undefined,undefined,undefined
1606,n001627," ""Christian_Clavier""",405,1, m,undefined,undefined,undefined
1607,n001628," ""Christian_Cooke""",357,1, m,undefined,undefined,undefined
1608,n001629," ""Christian_De_Sica""",455,1, m,undefined,undefined,undefined
1609,n001630," ""Christian_Eriksen""",396,1, m,undefined,undefined,undefined
1610,n001631," ""Christian_Giménez""",374,1, m,undefined,undefined,undefined
1611,n001632," ""Christian_Gálvez""",405,1, m,undefined,undefined,undefined
1612,n001633," ""Christian_Jessen""",319,1, m,undefined,undefined,undefined
1613,n001634," ""Christian_Lell""",238,1, m,undefined,undefined,undefined
1614,n001635," ""Christian_Maggio""",375,1, m,undefined,undefined,undefined
1615,n001636," ""Christian_McBride""",258,1, m,undefined,undefined,undefined
1616,n001637," ""Christian_Meier""",397,1, m,undefined,undefined,undefined
1617,n001638," ""Christian_Noyer""",215,1, m,undefined,undefined,undefined
1618,n001639," ""Christian_Prudhomme""",449,1, m,undefined,undefined,undefined
1619,n001640," ""Christian_Rach""",333,1, m,undefined,undefined,undefined
1620,n001641," ""Christian_Sugiono""",402,1, m,undefined,undefined,undefined
1621,n001642," ""Christian_Wulff""",507,1, m,undefined,undefined,undefined
1622,n001643," ""Christiane_Amanpour""",410,1, f,undefined,undefined,undefined
1623,n001644," ""Christiane_Hörbiger""",475,1, f,undefined,undefined,undefined
1624,n001645," ""Christiane_Taubira""",524,1, f,undefined,undefined,undefined
1625,n001646," ""Christiane_Torloni""",422,1, f,undefined,undefined,undefined
1626,n001647," ""Christina_Applegate""",495,1, f,undefined,undefined,undefined
1627,n001648," ""Christina_Lugner""",384,1, f,undefined,undefined,undefined
1628,n001649," ""Christina_Obergföll""",392,1, f,undefined,undefined,undefined
1629,n001650," ""Christina_Plate""",204,0, f,white,happy,34.714285714285715
1630,n001651," ""Christina_Schwanitz""",327,1, f,undefined,undefined,undefined
1631,n001652," ""Christina_Stürmer""",505,1, f,undefined,undefined,undefined
1632,n001653," ""Christina_Surer""",381,1, f,undefined,undefined,undefined
1633,n001654," ""Christine_Boutin""",377,1, f,undefined,undefined,undefined
1634,n001655," ""Christine_Devine""",321,0, f,latino hispanic,happy,35.111111111111114
1635,n001656," ""Christine_Ebersole""",405,1, f,undefined,undefined,undefined
1636,n001657," ""Christine_Lagarde""",654,1, f,undefined,undefined,undefined
1637,n001658," ""Christine_Lieberknecht""",586,1, f,undefined,undefined,undefined
1638,n001659," ""Christine_Neubauer""",572,1, f,undefined,undefined,undefined
1639,n001660," ""Christine_Ohuruogu""",414,1, f,undefined,undefined,undefined
1640,n001661," ""Christine_St-Pierre""",244,1, f,undefined,undefined,undefined
1641,n001662," ""Christof_Innerhofer""",327,1, m,undefined,undefined,undefined
1642,n001663," ""Christoph_Daum""",453,1, m,undefined,undefined,undefined
1643,n001664," ""Christoph_M._Ohrt""",356,1, m,undefined,undefined,undefined
1644,n001665," ""Christoph_Metzelder""",489,1, m,undefined,undefined,undefined
1645,n001666," ""Christoph_Schönborn""",476,1, m,undefined,undefined,undefined
1646,n001667," ""Christophe_Berra""",216,1, m,undefined,undefined,undefined
1647,n001668," ""Christophe_Jallet""",428,1, m,undefined,undefined,undefined
1648,n001670," ""Christophe_Maé""",287,1, m,undefined,undefined,undefined
1649,n001671," ""Christophe_Willem""",361,1, m,undefined,undefined,undefined
1650,n001672," ""Christopher_Backus""",275,0, m,white,neutral,31.125
1651,n001673," ""Christopher_Eccleston""",402,1, m,undefined,undefined,undefined
1652,n001674," ""Christopher_Masterson""",357,1, m,undefined,undefined,undefined
1653,n001675," ""Christopher_Meloni""",450,1, m,undefined,undefined,undefined
1654,n001676," ""Christopher_Nolan""",325,1, m,undefined,undefined,undefined
1655,n001677," ""Christopher_Pyne""",426,1, m,undefined,undefined,undefined
1656,n001678," ""Christopher_Rungkat""",175,1, m,undefined,undefined,undefined
1657,n001679," ""Christopher_Titus""",247,1, m,undefined,undefined,undefined
1658,n001680," ""Christy_Clark""",468,1, f,undefined,undefined,undefined
1659,n001681," ""Christy_Hemme""",457,1, f,undefined,undefined,undefined
1660,n001682," ""Chua_Soi_Lek""",237,1, m,undefined,undefined,undefined
1661,n001683," ""Chuck_Comeau""",294,0, m,white,neutral,31.555555555555557
1662,n001684," ""Chuck_Liddell""",473,1, m,undefined,undefined,undefined
1663,n001685," ""Chuck_Loeb""",139,1, m,undefined,undefined,undefined
1664,n001686," ""Chuck_Pagano""",343,1, m,undefined,undefined,undefined
1665,n001687," ""Chuck_Scarborough""",328,0, m,white,happy,42.857142857142854
1666,n001688," ""Chuck_Schumer""",288,1, m,undefined,undefined,undefined
1667,n001689," ""Chuck_Todd""",276,1, m,undefined,undefined,undefined
1668,n001690," ""Chuka_Umunna""",395,1, m,undefined,undefined,undefined
1669,n001691," ""Chyler_Leigh""",336,1, f,undefined,undefined,undefined
1670,n001692," ""Cian_Healy""",401,1, m,undefined,undefined,undefined
1671,n001693," ""Ciara""",584,1, f,undefined,undefined,undefined
1672,n001694," ""Ciarán_Hinds""",410,1, m,undefined,undefined,undefined
1673,n001695," ""Cindy_Margolis""",467,1, f,undefined,undefined,undefined
1674,n001696," ""Cinta_Laura""",376,1, f,undefined,undefined,undefined
1675,n001697," ""Cintia_Dicker""",493,1, f,undefined,undefined,undefined
1676,n001698," ""Ciro_Gomes""",357,1, m,undefined,undefined,undefined
1677,n001699," ""Claire_Chazal""",463,1, f,undefined,undefined,undefined
1678,n001700," ""Claire_Danes""",652,1, f,undefined,undefined,undefined
1679,n001701," ""Claire_Foy""",388,1, f,undefined,undefined,undefined
1680,n001702," ""Claire_Keim""",312,1, f,undefined,undefined,undefined
1681,n001703," ""Claire_Sweeney""",453,1, f,undefined,undefined,undefined
1682,n001704," ""Clara_Alonso""",422,1, f,undefined,undefined,undefined
1683,n001705," ""Clara_Rojas""",288,1, f,undefined,undefined,undefined
1684,n001706," ""Clare_Balding""",457,1, f,undefined,undefined,undefined
1685,n001707," ""Clare_Bowen""",346,1, f,undefined,undefined,undefined
1686,n001708," ""Clare_Grant""",481,0, f,white,happy,30.11111111111111
1687,n001709," ""Clare_Nasir""",357,1, f,undefined,undefined,undefined
1688,n001710," ""Clarence_Clemons""",225,0, f,white,surprise,-1.0
1689,n001711," ""Clarence_Seedorf""",380,1, m,undefined,undefined,undefined
1690,n001712," ""Claude_Bartolone""",434,1, m,undefined,undefined,undefined
1691,n001713," ""Claude_Barzotti""",348,1, m,undefined,undefined,undefined
1692,n001714," ""Claude_François""",338,1, m,undefined,undefined,undefined
1693,n001715," ""Claude_Guéant""",424,1, m,undefined,undefined,undefined
1694,n001716," ""Claude_Makélélé""",358,1, m,undefined,undefined,undefined
1695,n001717," ""Claude_Puel""",411,1, m,undefined,undefined,undefined
1696,n001718," ""Claudelle_Deckert""",327,1, f,undefined,undefined,undefined
1697,n001719," ""Claudia_Christian""",305,1, f,undefined,undefined,undefined
1698,n001720," ""Claudia_Gerini""",469,1, f,undefined,undefined,undefined
1699,n001721," ""Claudia_Jung""",371,1, f,undefined,undefined,undefined
1700,n001722," ""Claudia_Karvan""",321,1, f,undefined,undefined,undefined
1701,n001723," ""Claudia_Lizaldi""",354,1, f,undefined,undefined,undefined
1702,n001724," ""Claudia_Llosa""",423,1, f,undefined,undefined,undefined
1703,n001725," ""Claudia_Michelsen""",355,1, f,undefined,undefined,undefined
1704,n001726," ""Claudia_Pandolfi""",387,1, f,undefined,undefined,undefined
1705,n001727," ""Claudia_Schiffer""",625,1, f,undefined,undefined,undefined
1706,n001728," ""Claudia_Winkleman""",559,1, f,undefined,undefined,undefined
1707,n001729," ""Claudio_Baglioni""",365,1, m,undefined,undefined,undefined
1708,n001730," ""Claudio_Beauvue""",303,1, m,undefined,undefined,undefined
1709,n001731," ""Claudio_Bisio""",404,1, m,undefined,undefined,undefined
1710,n001732," ""Claudio_Bravo""",373,1, m,undefined,undefined,undefined
1711,n001733," ""Claudio_Lotito""",419,1, m,undefined,undefined,undefined
1712,n001734," ""Claudio_Marchisio""",448,1, m,undefined,undefined,undefined
1713,n001735," ""Claudio_Scajola""",351,1, m,undefined,undefined,undefined
1714,n001736," ""Claudiu_Niculescu""",220,1, m,undefined,undefined,undefined
1715,n001737," ""Claus_Elming""",242,1, m,undefined,undefined,undefined
1716,n001738," ""Claus_Weselsky""",326,1, m,undefined,undefined,undefined
1717,n001739," ""Clay_Buchholz""",256,1, m,undefined,undefined,undefined
1718,n001740," ""Clay_Walker""",319,1, m,undefined,undefined,undefined
1719,n001741," ""Clayne_Crawford""",281,1, m,undefined,undefined,undefined
1720,n001742," ""Clayton_Kershaw""",398,1, m,undefined,undefined,undefined
1721,n001743," ""Cleiton_Xavier""",202,1, m,undefined,undefined,undefined
1722,n001744," ""Clemens_Schick""",463,1, m,undefined,undefined,undefined
1723,n001745," ""Clemente_Mastella""",315,1, m,undefined,undefined,undefined
1724,n001746," ""Cliff_Lee""",291,1, m,undefined,undefined,undefined
1725,n001747," ""Cliff_Richards""",468,1, m,undefined,undefined,undefined
1726,n001749," ""Clint_Dempsey""",482,1, m,undefined,undefined,undefined
1727,n001750," ""Clint_Hurdle""",317,1, m,undefined,undefined,undefined
1728,n001751," ""Clint_Mauro""",313,1, m,undefined,undefined,undefined
1729,n001752," ""Clive_James""",240,1, m,undefined,undefined,undefined
1730,n001753," ""Clive_Palmer""",445,1, m,undefined,undefined,undefined
1731,n001754," ""Clive_Standen""",426,1, m,undefined,undefined,undefined
1732,n001755," ""Clonie_Gowen""",149,1, f,undefined,undefined,undefined
1733,n001756," ""Clotilde_Hesme""",269,1, f,undefined,undefined,undefined
1734,n001757," ""Clueso""",404,1, m,undefined,undefined,undefined
1735,n001758," ""Cláudio_Hummes""",222,1, m,undefined,undefined,undefined
1736,n001759," ""Clémence_Poésy""",631,1, f,undefined,undefined,undefined
1737,n001760," ""Clémentine_Célarié""",361,1, f,undefined,undefined,undefined
1738,n001761," ""Co_Adriaanse""",225,1, m,undefined,undefined,undefined
1739,n001762," ""Cobi_Jones""",322,1, m,undefined,undefined,undefined
1740,n001763," ""Cobie_Smulders""",549,1, f,undefined,undefined,undefined
1741,n001764," ""Coco_Lee""",351,1, f,undefined,undefined,undefined
1742,n001765," ""Coco_Rocha""",671,1, f,undefined,undefined,undefined
1743,n001766," ""Cody_Longo""",350,1, m,undefined,undefined,undefined
1744,n001767," ""Cody_Rhodes""",471,1, m,undefined,undefined,undefined
